disease id	disease label	genes	phenotypes	labels
MONDO:0014884	cholestasis, progressive familial intrahepatic, 5; PFIC5	1	9	NR1H4
MONDO:0013355	congenital dyserythropoietic anemia type IV	1	9	KLF1
MONDO:0012859	autosomal recessive osteopetrosis 7	1	9	TNFRSF11A
MONDO:0014942	epileptic encephalopathy, early infantile, 45; EIEE45	1	9	GABRB1
MONDO:0010939	low phospholipid associated cholelithiasis	1	9	ABCB4
MONDO:0012559	primary immunodeficiency syndrome due to p14 deficiency	1	9	LAMTOR2
MONDO:0011093	mucopolysaccharidosis type 9	1	9	HYAL1
MONDO:0015033	ABeta amyloidosis, dutch type	1	9	APP
MONDO:0007931	best vitelliform macular dystrophy	1	9	BEST1
MONDO:0019943	hereditary continuous muscle fiber activity	1	9	KCNA1
MONDO:0013977	combined oxidative phosphorylation defect type 13	1	9	PNPT1
MONDO:0014460	nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome	1	9	GRHL2
MONDO:0013408	FADD-related immunodeficiency	1	9	FADD
MONDO:0011764	autosomal dominant Parkinson disease 8	1	9	LRRK2
MONDO:0013898	karyomegalic interstitial nephritis	1	9	FAN1
MONDO:0014468	congenital myasthenic syndrome 7	1	9	SYT2
MONDO:0011458	Leber congenital amaurosis 4	1	9	AIPL1
MONDO:0009824	primary hyperoxaluria type 2	1	9	GRHPR
MONDO:0013201	Waardenburg syndrome type 4B	1	9	EDN3
MONDO:0014350	Seckel syndrome 8	1	9	DNA2
MONDO:0008940	endosteal sclerosis-cerebellar hypoplasia syndrome	1	9	POLR3B
MONDO:0008817	arterial calcification, generalized, of infancy, 1	1	9	ENPP1
MONDO:0010995	Charcot-Marie-tooth disease type 1C	1	9	LITAF
MONDO:0008664	autosomal dominant neovascular inflammatory vitreoretinopathy	1	9	CAPN5
MONDO:0010427	syndromic X-linked intellectual disability Raymond type	1	9	ZDHHC9
MONDO:0012988	hypogonadotropic hypogonadism 6 with or without anosmia	1	9	FGF8
MONDO:0018816	isolated neonatal sclerosing cholangitis	1	9	DCDC2
MONDO:0008044	myoclonic dystonia 11	1	9	SGCE
MONDO:0009916	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	1	9	HSD17B3
MONDO:0012524	corticosterone methyloxidase type 2 deficiency	1	9	CYP11B2
MONDO:0013440	autosomal recessive limb-girdle muscular dystrophy type 2P	1	9	DAG1
MONDO:0014685	progressive myoclonic epilepsy type 9	1	9	LMNB2
MONDO:0014337	complex cortical dysplasia with other brain malformations 5	1	9	TUBB2A
MONDO:0014499	intellectual disability, autosomal recessive 46	1	9	NDST1
MONDO:0009715	myotonia congenita, autosomal recessive	1	9	CLCN1
MONDO:0014312	auriculocondylar syndrome 3	1	9	EDN1
MONDO:0019947	rippling muscle disease 2	1	9	CAV3
MONDO:0009989	enhanced S-cone syndrome	1	9	NR2E3
MONDO:0011422	autosomal recessive proximal renal tubular acidosis	1	9	SLC4A4
MONDO:0011496	mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis	1	9	COL2A1
MONDO:0009675	autosomal recessive limb-girdle muscular dystrophy type 2A	1	9	CAPN3
MONDO:0012808	dilated cardiomyopathy 1AA	1	9	ACTN2
MONDO:0014758	radioulnar synostosis with amegakaryocytic thrombocytopenia 2; RUSAT2	1	9	MECOM
MONDO:0012625	retinitis pigmentosa 37	1	9	NR2E3
MONDO:0009063	ventriculomegaly-cystic kidney disease	1	9	CRB2
MONDO:0014060	progressive retinal dystrophy due to retinol transport defect	1	9	RBP4
MONDO:0014058	facial dysmorphism-immunodeficiency-livedo-short stature syndrome	1	9	POLE
MONDO:0013693	inflammatory skin and bowel disease, neonatal, 1	1	9	ADAM17
MONDO:0008102	sick sinus syndrome 2, autosomal dominant	1	9	HCN4
MONDO:0013066	46,XY sex reversal 3	1	9	NR5A1
MONDO:0011582	multiple mitochondrial dysfunctions syndrome 1	1	9	NFU1
MONDO:0013644	Charcot-Marie-tooth disease axonal type 2O	1	9	DYNC1H1
MONDO:0014420	short stature due to primary acid-labile subunit deficiency	1	9	IGFALS
MONDO:0033363	epileptic encephalopathy, early infantile, 54	1	9	HNRNPU
MONDO:0011326	citrullinemia, type II, adult-onset	1	9	SLC25A13
MONDO:0014002	autosomal dominant nocturnal frontal lobe epilepsy 5	1	9	KCNT1
MONDO:0014569	lethal congenital contracture syndrome 7	1	9	CNTNAP1
MONDO:0009878	pituitary hormone deficiency, combined, 2	1	9	PROP1
MONDO:0014434	Bardet-Biedl syndrome 5	1	9	BBS5
MONDO:0014138	nemaline myopathy 8	1	9	KLHL40
MONDO:0013711	peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome	1	9	MYH14
MONDO:0013679	sclerosteosis 2	1	9	LRP4
MONDO:0013390	autosomal recessive limb-girdle muscular dystrophy type 2Q	1	9	PLEC
MONDO:0015014	coloboma, osteopetrosis, microphthalmia, macrocephaly, albinism, and deafness; COMMAD	1	9	MITF
MONDO:0013174	primary ciliary dyskinesia 13	1	9	DNAAF1
MONDO:0013131	polycystic kidney disease 2	1	9	PKD2
MONDO:0014000	congenital heart defects, multiple types, 2	1	9	TAB2
MONDO:0012860	thrombophilia due to protein C deficiency, autosomal recessive	1	9	PROC
MONDO:0012635	COG8-CDG	1	9	COG8
MONDO:0008151	Gnathodiaphyseal dysplasia	1	9	ANO5
MONDO:0010516	midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis; MFHIEN	1	8	AMMECR1
MONDO:0014782	autosomal recessive limb-girdle muscular dystrophy type 2X	1	8	BVES
MONDO:0017946	ABeta amyloidosis, Iowa type	1	8	APP
MONDO:0013934	combined immunodeficiency due to STK4 deficiency	1	8	STK4
MONDO:0014587	congenital myasthenic syndrome 9	1	8	MUSK
MONDO:0011028	autosomal recessive limb-girdle muscular dystrophy type 2F	1	8	SGCD
MONDO:0013559	Hermansky-Pudlak syndrome 7	1	8	DTNBP1
MONDO:0013065	premature ovarian failure 7	1	8	NR5A1
MONDO:0014124	Adams-Oliver syndrome 4	1	8	EOGT
MONDO:0008197	parietal foramina 1	1	8	MSX2
MONDO:0009839	progressive supranuclear palsy-parkinsonism syndrome	1	8	MAPT
MONDO:0007919	lymphedema, hereditary, 1A	1	8	FLT4
MONDO:0013404	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase	1	8	AHCY
MONDO:0014489	limb-girdle muscular dystrophy due to POMK deficiency	1	8	POMK
MONDO:0009066	juvenile nephropathic cystinosis	1	8	CTNS
MONDO:0011528	hyper-IgM syndrome type 2	1	8	AICDA
MONDO:0007083	autosomal dominant palmoplantar keratoderma and congenital alopecia	1	8	GJA1
MONDO:0013607	monocytopenia with susceptibility to infections	1	8	GATA2
MONDO:0009301	46,XY sex reversal 7	1	8	DHH
MONDO:0014592	microcephaly and chorioretinopathy 3	1	8	TUBGCP4
MONDO:0008747	oculocutaneous albinism type 3	1	8	TYRP1
MONDO:0010140	isolated thyrotropin-releasing hormone deficiency	1	8	TRH
MONDO:0013718	nephronophthisis 13	1	8	WDR19
MONDO:0016557	leukonychia totalis	1	8	PLCD1
MONDO:0013838	coenzyme Q10 deficiency, primary, 3	1	8	PDSS2
MONDO:0014275	Fanconi renotubular syndrome 3	1	8	EHHADH
MONDO:0012400	cortical dysplasia-focal epilepsy syndrome	1	8	CNTNAP2
MONDO:0012423	MORM syndrome	1	8	INPP5E
MONDO:0008553	platelet-type bleeding disorder 17	1	8	GFI1B
MONDO:0010946	hypertrophic cardiomyopathy 6	1	8	PRKAG2
MONDO:0021083	congenital fibrosis of extraocular muscles type 1	1	8	KIF21A
MONDO:0013329	familial clubfoot due to 17q23.1q23.2 microduplication	1	8	TBX4
MONDO:0013262	dilated cardiomyopathy 1S	1	8	MYH7
MONDO:0007808	ichthyosis hystrix of Curth-Macklin	1	8	KRT1
MONDO:0009123	dopamine beta-hydroxylase deficiency	1	8	DBH
MONDO:0019264	alpha-N-acetylgalactosaminidase deficiency type 3	1	8	NAGA
MONDO:0044313	mental retardation, autosomal recessive 60	1	8	TAF13
MONDO:0009875	achromatopsia 3	1	8	CNGB3
MONDO:0014921	epileptic encephalopathy, early infantile, 43; EIEE43	1	8	GABRB3
MONDO:0011165	glomerulopathy with fibronectin deposits 2	1	8	FN1
MONDO:0013613	Leber congenital amaurosis 16	1	8	KCNJ13
MONDO:0010913	Caroli disease	1	8	PKHD1
MONDO:0009113	hemolytic anemia due to diphosphoglycerate mutase deficiency	1	8	BPGM
MONDO:0010023	combined immunodeficiency due to ZAP70 deficiency	1	8	ZAP70
MONDO:0012849	Joubert syndrome 9	1	8	CC2D2A
MONDO:0014179	inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia 3	1	8	HNRNPA1
MONDO:0016461	5q35 microduplication syndrome	1	8	NSD1
MONDO:0013328	retinitis pigmentosa 58	1	8	ZNF513
MONDO:0014676	Emery-Dreifuss muscular dystrophy 3, autosomal recessive	1	8	LMNA
MONDO:0014837	hereditary thrombocytopenia with early-onset myelofibrosis	1	8	SRC
MONDO:0012987	agammaglobulinemia 6, autosomal recessive	1	8	CD79B
MONDO:0011488	microcephaly 3, primary, autosomal recessive	1	8	CDK5RAP2
MONDO:0008368	autosomal dominant distal renal tubular acidosis	1	8	SLC4A1
MONDO:0012506	arrhythmogenic right ventricular dysplasia 11	1	8	DSC2
MONDO:0013082	Hirschsprung disease-ganglioneuroblastoma syndrome	1	8	PHOX2B
MONDO:0044304	hyperphenylalaninemia, mild, non-bh4-deficient	1	8	DNAJC12
MONDO:0007445	dermatopathia pigmentosa reticularis	1	8	KRT14
MONDO:0014408	megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3	1	8	CCND2
MONDO:0014973	sudden cardiac failure, infantile; SCFI	1	8	PPA2
MONDO:0013866	neuronal ceroid lipofuscinosis 11	1	8	GRN
MONDO:0012596	PSAT deficiency	1	8	PSAT1
MONDO:0011144	neuronal ceroid lipofuscinosis 6	1	8	CLN6
MONDO:0014697	immunodeficiency, common variable, 12	1	8	NFKB1
MONDO:0010656	intellectual disability, X-linked 1	1	8	IQSEC2
MONDO:0013446	Leber congenital amaurosis 6	1	8	RPGRIP1
MONDO:0018969	craniorachischisis (disease)	1	8	DACT1
MONDO:0014557	ataxia-oculomotor apraxia type 4	1	8	PNKP
MONDO:0008319	protoporphyria, erythropoietic	1	8	FECH
MONDO:0014328	epileptic encephalopathy, early infantile, 19	1	8	GABRA1
MONDO:0012190	nephrotic syndrome-deafness-pretibial epidermolysis bullosa syndrome	1	8	CD151
MONDO:0011731	glucose-galactose malabsorption	1	8	SLC5A1
MONDO:0012996	AGAT deficiency	1	8	GATM
MONDO:0009865	glycogen storage disease due to phosphoglycerate mutase deficiency	1	8	PGAM2
MONDO:0014253	autoimmune lymphoproliferative syndrome type 3	1	8	PRKCD
MONDO:0013570	combined oxidative phosphorylation defect type 8	1	8	AARS2
MONDO:0012187	Fanconi anemia complementation group j	1	8	BRIP1
MONDO:0013437	retinitis pigmentosa 43	1	8	PDE6A
MONDO:0007087	alternating hemiplegia of childhood 1	1	8	ATP1A2
MONDO:0010598	glycogen storage disease IXa	1	8	PHKA2
MONDO:0013531	PSPH deficiency	1	8	PSPH
MONDO:0010385	X-linked lymphoproliferative syndrome 2	1	8	XIAP
MONDO:0008865	Bietti crystalline corneoretinal dystrophy	1	8	CYP4V2
MONDO:0015009	hydrops fetalis, nonimmune, and/or atrial septal defect, susceptibility to; HFASD	1	8	EPHB4
MONDO:0010308	thrombocytopenia, X-linked, with or without dyserythropoietic anemia	1	8	GATA1
MONDO:0012750	lethal arthrogryposis-anterior horn cell disease syndrome	1	8	GLE1
MONDO:0007548	transient bullous dermolysis of the newborn	1	8	COL7A1
MONDO:0012720	Krabbe disease, atypical, due to saposin a deficiency	1	8	PSAP
MONDO:0015023	nemaline myopathy 11	1	8	MYPN
MONDO:0019115	obesity due to melanocortin 4 receptor deficiency	1	8	MC4R
MONDO:0014528	chronic atrial and intestinal dysrhythmia	1	8	SGO1
MONDO:0014586	congenital myasthenic syndrome 4B	1	8	CHRNE
MONDO:0014216	primary ciliary dyskinesia 28	1	8	SPAG1
MONDO:0024532	otofaciocervical syndrome 1	1	8	EYA1
MONDO:0009491	Haim-Munk syndrome	1	8	CTSC
MONDO:0013435	primary ciliary dyskinesia 15	1	8	CCDC40
MONDO:0013128	familial juvenile hyperuricemic nephropathy type 2	1	8	REN
MONDO:0012978	primary ciliary dyskinesia 11	1	8	RSPH4A
MONDO:0009825	5-oxoprolinase deficiency (disease)	1	8	OPLAH
HGNC:14374	NLRP1	1	8	NLRP1
MONDO:0010233	heterotopia, periventricular, X-linked dominant	1	8	FLNA
MONDO:0012644	asphyxiating thoracic dystrophy 2	1	8	IFT80
MONDO:0013175	retinitis pigmentosa 50	1	8	BEST1
MONDO:0009469	benign recurrent intrahepatic cholestasis type 1	1	8	ATP8B1
MONDO:0013338	Charcot-Marie-tooth disease recessive intermediate b	1	8	KARS
MONDO:0008263	polycystic kidney disease 1	1	8	PKD1
MONDO:0012517	atypical Gaucher disease due to saposin C deficiency	1	8	PSAP
MONDO:0014802	Cowden syndrome 7	1	8	SEC23B
MONDO:0012056	Leber congenital amaurosis 9	1	8	NMNAT1
MONDO:0010379	Brunner syndrome	1	8	MAOA
MONDO:0012088	primary ciliary dyskinesia 5	1	8	HYDIN
MONDO:0014244	hereditary sensory and autonomic neuropathy type 7	1	8	SCN11A
MONDO:0008895	hereditary arterial and articular multiple calcification syndrome	1	8	NT5E
MONDO:0014629	autoimmune interstitial lung disease-arthritis syndrome	1	8	COPA
MONDO:0011502	Wolfram syndrome 2	1	8	CISD2
MONDO:0014447	Bardet-Biedl syndrome 19	1	8	IFT27
MONDO:0009633	microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma	1	8	LTBP2
MONDO:0012216	foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome	1	8	SLC38A8
MONDO:0010289	intellectual disability, X-linked 72	1	8	RAB39B
MONDO:0012690	Noonan syndrome 5	1	8	RAF1
MONDO:0007925	chromosome 5q deletion syndrome	1	8	RPS14
MONDO:0014664	Joubert syndrome 23	1	8	KIAA0586
MONDO:0011932	hypotrichosis 6	1	8	DSG4
MONDO:0013947	young adult-onset distal hereditary motor neuropathy	1	8	DNAJB2
MONDO:0013589	focal segmental glomerulosclerosis 6	1	8	MYO1E
MONDO:0014222	immunodeficiency 14	1	8	PIK3CD
MONDO:0015750	amelogenesis imperfecta-gingival hyperplasia syndrome	1	8	FAM20A
MONDO:0011459	arrhythmogenic right ventricular dysplasia 5	1	8	TMEM43
MONDO:0013618	craniofacial anomalies and anterior segment dysgenesis syndrome	1	8	VSX1
MONDO:0012026	myotonia, potassium-aggravated	1	8	SCN4A
MONDO:0019031	thrombocytopenia with congenital dyserythropoietic anemia	1	8	GATA1
MONDO:0014625	epileptic encephalopathy, early infantile, 33	1	8	EEF1A2
MONDO:0014679	polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	1	8	PI4KA
MONDO:0013661	combined malonic and methylmalonic acidemia	1	8	ACSF3
MONDO:0011821	Meckel syndrome, type 3	1	8	TMEM67
MONDO:0014059	microphthalmia, isolated, with coloboma 9	1	8	TENM3
MONDO:0014829	immunodeficiency-centromeric instability-facial anomalies syndrome 4	1	8	HELLS
MONDO:0014945	myopathy, distal, with rimmed vacuoles; DMRV	1	8	SQSTM1
MONDO:0011879	neuronopathy, distal hereditary motor, type 7B	1	8	DCTN1
MONDO:0014093	retinitis pigmentosa 66	1	8	RBP3
MONDO:0014895	epileptic encephalopathy, early infantile, 40; EIEE40	1	8	GUF1
MONDO:0014714	progressive microcephaly-seizures-cortical blindness-developmental delay syndrome	1	8	DIAPH1
MONDO:0014628	basal ganglia calcification, idiopathic, 6	1	8	XPR1
MONDO:0009724	nail-patella-like renal disease	1	8	LMX1B
MONDO:0014868	epileptic encephalopathy, early infantile, 38; EIEE38	1	8	ARV1
MONDO:0010753	cardiac valvular dysplasia, X-linked	1	8	FLNA
MONDO:0012111	hypertrophic cardiomyopathy 8	1	8	MYL3
MONDO:0013525	primary ciliary dyskinesia 16	1	8	DNAL1
MONDO:0014397	combined oxidative phosphorylation defect type 20	1	8	VARS2
MONDO:0008378	retinitis pigmentosa 9	1	8	RP9
MONDO:0014193	primary ciliary dyskinesia 23	1	8	ARMC4
MONDO:0007734	holoprosencephaly 4	1	8	TGIF1
MONDO:0012939	Diamond-Blackfan anemia 8	1	8	RPS7
MONDO:0014154	Charcot-Marie-tooth disease recessive intermediate c	1	8	PLEKHG5
MONDO:0011535	split hand-foot malformation 4	1	8	TP63
MONDO:0013550	distal myopathy with posterior leg and anterior hand involvement	1	8	FLNC
MONDO:0011182	trimethylaminuria (disease)	1	8	FMO3
MONDO:0011581	dilated cardiomyopathy with woolly hair and keratoderma	1	8	DSP
MONDO:0014486	intellectual disability, autosomal dominant 30	1	8	ZMYND11
MONDO:0010299	hypoxanthine guanine phosphoribosyltransferase partial deficiency	1	8	HPRT1
MONDO:0011909	Charcot-Marie-tooth disease dominant intermediate d	1	8	MPZ
MONDO:0013975	ectodermal dysplasia 7, hair/nail type	1	8	KRT74
MONDO:0010730	combined immunodeficiency, X-linked	1	8	IL2RG
MONDO:0012146	familial hemophagocytic lymphohistiocytosis 3	1	8	UNC13D
MONDO:0012359	combined immunodeficiency due to partial RAG1 deficiency	1	8	RAG1
MONDO:0014851	hypercalcemia, infantile, 2; HCINF2	1	8	SLC34A1
MONDO:0012850	hypophosphatemic nephrolithiasis/osteoporosis 1	1	8	SLC34A1
MONDO:0011485	autosomal recessive congenital ichthyosis 5	1	7	CYP4F22
MONDO:0018169	morning glory syndrome	1	7	PAX6
MONDO:0014495	retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome	1	7	RDH11
MONDO:0013946	hypogonadotropic hypogonadism 15 with or without anosmia	1	7	HS6ST1
MONDO:0014585	congenital myasthenic syndrome 3C	1	7	CHRND
MONDO:0008055	myotonia congenita, autosomal dominant	1	7	CLCN1
MONDO:0011559	benign recurrent intrahepatic cholestasis type 2	1	7	ABCB11
MONDO:0013806	familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome	1	7	ATR
MONDO:0018858	Graham little-Piccardi-Lassueur syndrome	1	7	HLA-DRA
MONDO:0017994	severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency	1	7	SH2B1
MONDO:0014338	IL21-related infantile inflammatory bowel disease	1	7	IL21
MONDO:0012448	hereditary spastic paraplegia 33	1	7	ZFYVE27
MONDO:0007098	ACys amyloidosis	1	7	CST3
MONDO:0009080	split hand-foot malformation 1 with sensorineural hearing loss	1	7	DLX5
MONDO:0012350	complement factor H deficiency	1	7	CFH
MONDO:0014049	urofacial syndrome 2	1	7	LRIG2
MONDO:0009434	hypoproteinemia, hypercatabolic	1	7	B2M
MONDO:0008570	thyrotoxic periodic paralysis, susceptibility to, 1	1	7	CACNA1S
MONDO:0013771	transient infantile hypertriglyceridemia and hepatosteatosis	1	7	GPD1
MONDO:0012847	autosomal recessive congenital ichthyosis 6	1	7	NIPAL4
MONDO:0014239	testicular anomalies with or without congenital heart disease	1	7	GATA4
MONDO:0014954	Ehlers-Danlos syndrome, periodontal type 2 Edspd2	1	7	C1S
MONDO:0008198	parietal foramina with cleidocranial dysplasia	1	7	MSX2
MONDO:0009002	coloboma, ocular, autosomal recessive	1	7	SALL2
MONDO:0009134	congenital dyserythropoietic anemia type II	1	7	SEC23B
MONDO:0009739	infantile neuroaxonal dystrophy	1	7	PLA2G6
MONDO:0010330	primary ciliary dyskinesia-retinitis pigmentosa syndrome	1	7	RPGR
MONDO:0010909	UV-sensitive syndrome 1	1	7	PGBD3
MONDO:0013824	Joubert syndrome 17	1	7	CPLANE1
MONDO:0012507	retinal cone dystrophy 4	1	7	CACNA2D4
MONDO:0010414	myopathy, reducing body, X-linked, early-onset, severe	1	7	FHL1
MONDO:0013515	osteogenesis imperfecta type 6	1	7	SERPINF1
MONDO:0014792	Paget disease of bone 6; PDB6	1	7	ZNF687
MONDO:0012429	Aicardi-Goutieres syndrome 2	1	7	RNASEH2B
MONDO:0012549	autosomal recessive ataxia, Beauce type	1	7	SYNE1
MONDO:0014644	hereditary spastic paraplegia 74	1	7	IBA57
MONDO:0009558	Treacher Collins syndrome 3	1	7	POLR1C
MONDO:0014638	Fanconi anemia complementation group T	1	7	UBE2T
MONDO:0012180	arrhythmogenic right ventricular dysplasia 9	1	7	PKP2
MONDO:0007349	familial cold autoinflammatory syndrome 1	1	7	NLRP3
MONDO:0014677	achromatopsia 7	1	7	ATF6
MONDO:0010487	intellectual disability, X-linked 99	1	7	USP9X
MONDO:0020332	systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease	1	7	KIT
MONDO:0011583	cerebral amyloid angiopathy, APP-related	1	7	APP
MONDO:0010209	xanthinuria type I	1	7	XDH
MONDO:0014191	catecholaminergic polymorphic ventricular tachycardia 5	1	7	TRDN
MONDO:0009154	hypothyroidism, congenital, nongoitrous, 5	1	7	NKX2-5
MONDO:0010723	retinitis pigmentosa 2	1	7	RP2
MONDO:0014951	Sotos syndrome 3	1	7	APC2
MONDO:0012526	hereditary angioedema type 3	1	7	F12
MONDO:0014583	congenital myasthenic syndrome 3A	1	7	CHRND
MONDO:0011987	cone-rod dystrophy 13	1	7	RPGRIP1
MONDO:0014514	aortic aneurysm, familial thoracic 9	1	7	MFAP5
MONDO:0011957	retinal macular dystrophy type 2	1	7	PROM1
MONDO:0011658	autosomal recessive early-onset Parkinson disease 7	1	7	PARK7
MONDO:0011935	retinitis pigmentosa 30	1	7	FSCN2
MONDO:0008447	hereditary spherocytosis type 1	1	7	ANK1
MONDO:0012166	autosomal dominant sensory ataxia 1	1	7	RNF170
MONDO:0013788	Usher syndrome type 3B	1	7	HARS
MONDO:0012924	Diamond-Blackfan anemia 4	1	7	RPS17
MONDO:0013263	retinitis pigmentosa 54	1	7	PCARE
MONDO:0014091	mitochondrial complex v (ATP synthase) deficiency nuclear type 4	1	7	ATP5F1A
MONDO:0014292	leukoencephalopathy with mild cerebellar ataxia and white matter edema	1	7	CLCN2
MONDO:0014618	retinitis pigmentosa 71	1	7	IFT172
MONDO:0012981	hereditary spherocytosis type 4	1	7	SLC4A1
MONDO:0010343	Asperger syndrome, X-linked, susceptibility to, 2	1	7	NLGN4X
MONDO:0012546	nephrotic syndrome, type 3	1	7	PLCE1
MONDO:0012037	intellectual disability, autosomal recessive 3	1	7	CC2D1A
MONDO:0013995	cholestasis, intrahepatic, of pregnancy 3	1	7	ABCB4
MONDO:0007362	cone-rod dystrophy 2	1	7	CRX
MONDO:0012477	retinitis pigmentosa 33	1	7	SNRNP200
MONDO:0013773	porencephaly 2	1	7	COL4A2
MONDO:0014417	spinocerebellar ataxia type 38	1	7	ELOVL5
MONDO:0014080	osteosclerotic metaphyseal dysplasia	1	7	LRRK1
